student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk,score_improved,score_delta,attendance_category,score_category,is_senior_student,SSI,EI,PSI,RAI,WBI,ARI,WRI,SNI,DVI,pass_fail_encoded,risk_level_encoded,dropout_risk_encoded
STU_1585,Female,10-12,JSS1,Boarding,No,Low,Both Parents,Secondary,Moderate,Never,Good,4,No,Very Poor,No,Moderate,7.2,36,Motorcycle,Moderate,Paid,1,No,Moderate,5.5,Fair,High,High,Good,Very Satisfied,77.3,Low,1 Activity,Never,Always,Visual,48.8,63.1,50.5,45.1,51.9,50.7,75.5,50.9,33.1,52.6,Stable,>4hrs,50-70%,Often,Social Studies,Fair,No,1,,0.0,0.0,I find mathematics very difficult,Extra tutoring in mathematics and science,Pass,Medium,Low,0,-0.7,Good (75-85%),Below Avg (50-59),0,64.16,47.5,42.25,31.24,57.02,29.25,0.0,47.21,24.68,1,2,1
STU_1586,Male,13-15,SS1,Day Student,No,Low,Single Parent,BSc/HND,High,Always,Good,3,No,Fair,Yes,Moderate,21.1,122,Boarding,Very High,Partial,2,No,Very Low,7.6,Fair,Low,High,Good,Very Dissatisfied,70.4,Very Low,1 Activity,Never,Sometimes,Reading/Writing,28.8,39.6,40.7,41.7,37.7,29.5,45.0,41.6,46.5,40.6,Stable,3-4hrs,50-70%,Sometimes,English,Good,No,1,Poor,58.3,8.0,Family responsibilities reduce study time,Recognition and rewards for academic improvement,Fail,High,Low,0,-2.9,Fair (65-75%),Failing (<40),1,50.8,17.5,82.0,58.54,78.02,28.4,58.01,49.44,48.4,0,3,1
STU_1587,Female,10-12,JSS1,Day Student,No,Middle,Both Parents,Postgraduate,High,Often,Excellent,2,No,Fair,No,Moderate,1.6,6,Motorcycle,Low,Paid,3,No,High,4.8,Concerning,Moderate,Moderate,Fair,Satisfied,77.3,Low,No Activity,Weekly,Often,Auditory,56.3,66.2,70.7,67.1,65.1,56.8,61.6,67.4,63.7,62.4,Stable,3-4hrs,71-90%,Sometimes,Mathematics,Fair,Yes,3,,0.0,0.0,No quiet place to study at home,Emotional and psychological support services,Pass,Low,Low,1,2.7,Good (75-85%),Average (60-69),0,68.78,48.75,85.0,50.13,36.44,38.56,0.0,38.74,20.18,1,1,1
STU_1588,Male,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,OND/NCE,Low,Rarely,Very Poor,3,No,Fair,Yes,Moderate,0.7,5,Walking,Moderate,Outstanding,2,No,Low,8.2,Concerning,Low,Moderate,Fair,Neutral,67.4,Moderate,1 Activity,Never,Never,Reading/Writing,53.4,52.6,36.3,56.2,49.6,56.8,53.2,27.8,61.6,49.8,Stable,1-2hrs,50-70%,Sometimes,Science,Good,No,2,Poor,65.2,9.0,Frequent power outages disrupt night reading,Motivational guidance and career counseling,Fail,Medium,Low,0,-0.2,Fair (65-75%),Below Avg (50-59),1,50.21,25.0,24.0,67.93,58.23,32.44,63.34,48.15,42.65,0,2,1
STU_1589,Male,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,Postgraduate,Very High,Rarely,Fair,4,No,Poor,Yes,Unreliable,18.2,110,Bus/Danfo,No Stress,Paid,1,No,Very High,6.4,Good,Moderate,Low,Good,Satisfied,72.7,Moderate,2 Activities,Rarely,Often,Reading/Writing,57.5,66.2,51.6,58.6,58.5,53.1,72.8,59.0,71.8,64.2,Declining,1-2hrs,50-70%,Often,English,Good,No,0,Fair,57.3,9.0,Financial pressure from school fees,Better equipped computer laboratory,Pass,High,Low,0,-5.7,Fair (65-75%),Below Avg (50-59),1,57.32,56.25,68.75,49.77,45.79,8.81,66.78,58.01,44.82,1,3,1
STU_1590,Female,10-12,JSS2,Day Student,No,Low,Both Parents,BSc/HND,Moderate,Rarely,Fair,5,No,Good,No,Very Unreliable,12.2,68,Motorcycle,No Stress,Paid,2,No,Moderate,5.9,Fair,High,Very Low,Fair,Satisfied,66.1,Low,1 Activity,Monthly,Rarely,Mixed,41.0,53.6,38.2,60.8,48.4,50.8,46.2,39.3,52.1,47.1,Stable,3-4hrs,50-70%,Sometimes,Social Studies,Fair,No,2,,0.0,0.0,Mental fatigue from combined school and home demands,Motivational guidance and career counseling,Fail,Medium,Low,1,1.3,Fair (65-75%),Poor (40-49),0,53.46,36.25,48.25,35.05,40.38,33.02,0.0,64.49,41.48,0,2,1
STU_1591,Female,13-15,SS1,Boarding,No,Middle,Both Parents,OND/NCE,Low,Rarely,Good,2,Yes,Excellent,Yes,Very Reliable,2.1,18,Bus/Danfo,Low,Paid,3,No,High,4.6,Fair,Low,Moderate,Good,Dissatisfied,77.8,Very High,2 Activities,Rarely,Always,Reading/Writing,74.7,74.7,79.0,73.3,75.4,68.3,72.8,75.2,73.9,72.6,Stable,>4hrs,71-90%,Often,Social Studies,Excellent,No,4,Excellent,77.6,8.0,Poor health affecting concentration,Emotional and psychological support services,Pass,Low,Low,1,2.8,Good (75-85%),Good (70-79),1,79.17,72.5,42.75,94.46,47.85,41.6,87.7,31.23,20.05,1,1,1
STU_1592,Female,10-12,JSS1,Day Student,Yes,Low,Single Parent,BSc/HND,Moderate,Never,Good,3,No,Fair,No,Very Unreliable,13.2,84,Bus/Danfo,High,Outstanding,3,Yes,Low,7.3,Good,High,Low,Poor,Very Satisfied,90.9,High,1 Activity,Rarely,Sometimes,Mixed,27.8,33.5,35.9,40.7,90.2,26.6,22.4,56.9,38.2,36.0,Improving,1-2hrs,Below 50%,Rarely,Mathematics,Fair,Yes,2,,0.0,0.0,Poor internet connection at home,Financial aid or scholarship support,Pass,Low,Low,1,54.2,Excellent (85%+),Excellent (80+),0,60.96,55.0,48.25,28.71,59.46,73.0,0.0,52.79,51.97,1,1,1
STU_1593,Male,13-15,JSS3,Day Student,No,Lower-Middle,Both Parents,OND/NCE,High,Always,Excellent,3,No,Good,Yes,Unreliable,2.6,18,Walking,High,Outstanding,3,No,Very Low,7.7,Good,Moderate,High,Fair,Dissatisfied,66.2,Low,3+ Activities,Weekly,Rarely,Auditory,59.7,61.2,51.5,58.8,57.8,51.4,75.3,51.5,61.2,59.8,Stable,3-4hrs,50-70%,Sometimes,English,Excellent,No,3,,0.0,0.0,Financial burden of buying data for online research,Safe and quiet study environment at school,Pass,Medium,Medium,0,-2.0,Fair (65-75%),Below Avg (50-59),0,56.78,46.25,85.25,67.04,81.07,34.74,0.0,39.96,47.45,1,2,2
STU_1594,Male,10-12,JSS2,Day Student,Yes,Middle,Both Parents,BSc/HND,Very High,Sometimes,Fair,3,Yes,Fair,No,Unreliable,8.1,48,Motorcycle,High,Outstanding,2,No,Very Low,8.2,Good,Very Low,Very High,Good,Dissatisfied,53.6,Low,2 Activities,Rarely,Often,Kinesthetic,45.4,58.1,34.5,55.7,48.4,51.7,61.0,22.5,43.1,44.6,Stable,3-4hrs,Below 50%,Rarely,Science,Poor,Yes,0,,0.0,0.0,Poor health affecting concentration,More teacher support outside class hours,Fail,High,High,1,3.8,Low (50-65%),Poor (40-49),0,41.01,43.75,72.0,41.68,93.64,29.99,0.0,46.17,50.6,0,3,3
STU_1595,Female,13-15,SS2,Day Student,Yes,Lower-Middle,Guardian/Relative,Primary,High,Sometimes,Good,5,No,Excellent,No,Unreliable,8.4,55,Bus/Danfo,Very High,Partial,2,Yes,Moderate,6.2,Concerning,Moderate,Very Low,Excellent,Neutral,73.3,Moderate,No Activity,Never,Rarely,Kinesthetic,51.2,60.1,48.3,58.4,54.5,44.8,64.3,52.9,56.3,54.6,Stable,>4hrs,50-70%,Always,Science,Poor,No,0,Fair,43.5,8.0,Difficulty understanding some teachers,Extra tutoring in mathematics and science,Pass,Medium,Medium,0,-0.1,Fair (65-75%),Below Avg (50-59),1,56.07,26.25,60.5,51.08,40.69,28.48,58.35,60.32,60.88,1,2,2
STU_1596,Female,10-12,JSS1,Boarding,No,Lower-Middle,Both Parents,BSc/HND,Very High,Often,Fair,0,No,Good,No,Reliable,2.1,11,Bus/Danfo,Moderate,Paid,1,No,Low,6.8,Good,Very High,Very High,Fair,Very Satisfied,73.7,High,No Activity,Weekly,Sometimes,Mixed,58.7,52.8,68.3,64.2,61.0,64.0,42.2,55.4,59.3,55.2,Improving,>4hrs,50-70%,Sometimes,English,Good,No,2,,0.0,0.0,Family responsibilities reduce study time,Recognition and rewards for academic improvement,Pass,Low,Low,1,5.8,Fair (65-75%),Average (60-69),0,63.77,60.0,78.25,59.71,73.89,52.26,0.0,35.81,23.08,1,1,1
STU_1597,Male,13-15,SS1,Day Student,No,High,Guardian/Relative,Secondary,Low,Often,Fair,2,No,Excellent,Yes,Moderate,10.4,58,Motorcycle,No Stress,Partial,2,No,High,5.8,Fair,Very High,High,Fair,Neutral,67.1,Low,2 Activities,Daily,Often,Kinesthetic,53.5,51.6,81.0,71.6,64.4,55.4,59.4,84.3,81.4,70.1,Declining,3-4hrs,Below 50%,Sometimes,English,Fair,No,0,Poor,62.0,9.0,Difficulty understanding some teachers,Access to more textbooks and materials,Pass,Medium,Low,0,-5.7,Fair (65-75%),Average (60-69),1,52.65,61.25,46.0,84.16,46.92,8.81,61.9,56.93,60.73,1,2,1
STU_1598,Male,10-12,JSS1,Boarding,No,Middle,Orphan/Ward,BSc/HND,Low,Often,Poor,3,No,Fair,No,Reliable,1.5,14,Bus/Danfo,Moderate,Paid,2,No,Very Low,8.5,Concerning,Moderate,Very High,Excellent,Satisfied,66.5,Moderate,1 Activity,Weekly,Sometimes,Kinesthetic,30.4,44.5,50.0,51.3,44.0,31.6,46.7,53.1,62.5,48.5,Stable,1-2hrs,Below 50%,Often,Mathematics,Fair,No,3,,0.0,0.0,Difficulty understanding some teachers,Access to more textbooks and materials,Fail,Medium,Low,0,-4.5,Fair (65-75%),Poor (40-49),0,44.02,55.0,45.75,56.41,78.12,33.78,0.0,44.36,34.38,0,2,1
STU_1599,Male,10-12,JSS2,Day Student,No,Upper-Middle,Both Parents,Postgraduate,High,Always,Good,1,No,Good,No,Unreliable,20.6,125,Bus/Danfo,Low,Partial,2,No,Moderate,6.0,Good,Very Low,Low,Good,Satisfied,67.1,Low,No Activity,Monthly,Rarely,Kinesthetic,53.0,64.8,64.1,66.7,62.1,60.8,52.2,73.8,65.0,63.0,Stable,3-4hrs,Above 90%,Always,Mathematics,Excellent,Yes,1,,0.0,0.0,Poor health affecting concentration,Improved school library with digital resources,Pass,Low,Low,0,-0.9,Fair (65-75%),Average (60-69),0,66.51,31.25,85.0,45.96,61.43,29.17,0.0,33.71,29.22,1,1,1
STU_1600,Female,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Secondary,Moderate,Sometimes,Excellent,5,No,Fair,Yes,Moderate,2.4,10,Motorcycle,Moderate,Outstanding,2,No,Moderate,5.8,Good,Low,Very High,Excellent,Neutral,79.6,High,2 Activities,Rarely,Sometimes,Mixed,76.1,71.0,61.8,61.8,67.7,71.9,74.2,54.8,54.9,64.0,Stable,3-4hrs,71-90%,Rarely,Science,Very Poor,No,1,,0.0,0.0,Stress from upcoming WAEC examination,Better internet access within school,Pass,Low,Low,1,3.7,Good (75-85%),Average (60-69),0,67.6,55.0,61.0,67.36,76.5,30.95,0.0,34.74,42.1,1,1,1
STU_1601,Male,13-15,SS1,Boarding,No,Middle,Both Parents,OND/NCE,Very High,Always,Poor,3,No,Poor,No,Reliable,38.8,180,School Bus,No Stress,Paid,2,No,Very High,5.3,Poor,High,Very High,Fair,Satisfied,71.2,Moderate,3+ Activities,Daily,Rarely,Auditory,58.4,72.7,69.6,80.1,70.2,68.7,65.9,67.5,75.1,69.3,Stable,3-4hrs,Above 90%,Sometimes,Mathematics,Fair,No,0,Fair,48.0,8.0,Lack of past question papers,Financial aid or scholarship support,Pass,Low,Medium,1,0.9,Fair (65-75%),Good (70-79),1,75.7,63.75,75.25,37.81,31.93,28.87,60.38,56.87,45.2,1,1,2
STU_1602,Male,10-12,JSS1,Day Student,No,Low,Single Parent,OND/NCE,High,Often,Very Poor,2,No,Poor,Yes,Very Reliable,0.7,5,Walking,Very High,Paid,1,No,Very Low,7.0,Concerning,High,Very High,Good,Satisfied,77.3,High,2 Activities,Weekly,Often,Visual,49.0,46.8,36.9,58.8,47.9,46.3,47.2,36.4,59.0,47.2,Stable,3-4hrs,50-70%,Always,Science,Fair,No,1,,0.0,0.0,Family responsibilities reduce study time,Transport support for distant students,Fail,Medium,Low,1,0.7,Good (75-85%),Poor (40-49),0,50.76,73.75,54.0,71.93,70.4,29.79,0.0,52.42,37.67,0,2,1
STU_1603,Male,10-12,JSS1,Boarding,No,Low,Single Parent,OND/NCE,Very High,Never,Good,4,No,Good,No,Very Reliable,2.3,23,Motorcycle,Very High,Outstanding,1,No,Very Low,7.4,Good,Low,High,Poor,Satisfied,76.3,Very Low,2 Activities,Monthly,Rarely,Kinesthetic,52.0,47.1,68.5,68.8,59.1,55.0,52.4,74.6,60.4,60.6,Stable,1-2hrs,50-70%,Often,English,Fair,No,1,,0.0,0.0,No quiet place to study at home,Flexible tuition payment plans,Pass,Medium,Medium,0,-1.5,Good (75-85%),Average (60-69),0,58.43,33.75,62.75,63.39,79.93,28.94,0.0,47.97,55.92,1,2,2
STU_1604,Male,13-15,SS1,Day Student,No,Lower-Middle,Single Parent,OND/NCE,Moderate,Sometimes,Fair,2,No,No Access,No,Moderate,2.7,16,Walking,Low,Paid,2,No,High,5.9,Concerning,Moderate,Low,Poor,Dissatisfied,67.8,High,No Activity,Weekly,Sometimes,Visual,54.3,51.4,50.5,43.0,49.8,52.9,52.8,53.5,46.1,51.3,Stable,1-2hrs,71-90%,Sometimes,Social Studies,Excellent,No,0,Poor,58.9,7.0,Financial pressure from school fees,After-school remedial classes,Fail,High,Low,0,-1.5,Fair (65-75%),Below Avg (50-59),1,57.05,52.5,51.5,29.26,31.3,25.94,56.06,49.61,26.55,0,3,1
STU_1605,Male,13-15,SS1,Boarding,Yes,Lower-Middle,Single Parent,BSc/HND,Moderate,Sometimes,Excellent,3,No,Fair,Yes,Very Unreliable,2.1,13,Walking,Very High,Outstanding,2,No,Very Low,7.0,Concerning,High,Low,Fair,Very Satisfied,74.9,High,No Activity,Monthly,Often,Kinesthetic,36.9,69.0,68.5,42.6,54.2,41.2,56.1,72.1,41.4,52.7,Stable,1-2hrs,50-70%,Often,Mathematics,Good,No,0,Poor,46.7,8.0,Stress from upcoming WAEC examination,Emotional and psychological support services,Pass,High,Medium,1,1.5,Fair (65-75%),Below Avg (50-59),1,56.36,61.25,67.0,54.96,52.9,29.1,52.79,56.02,56.27,1,3,2
STU_1606,Male,13-15,SS1,Day Student,Yes,Upper-Middle,Both Parents,OND/NCE,Moderate,Always,Poor,0,No,Fair,No,Very Unreliable,2.1,16,Bus/Danfo,No Stress,Paid,2,No,Very High,6.0,Concerning,Moderate,Very High,Fair,Dissatisfied,75.4,High,2 Activities,Daily,Always,Auditory,67.7,78.6,61.3,74.7,70.6,60.7,80.5,69.8,76.8,72.0,Stable,>4hrs,71-90%,Always,Science,Poor,Yes,0,Good,69.6,9.0,Long distance to school is exhausting,Recognition and rewards for academic improvement,Pass,Medium,Low,0,-1.4,Good (75-85%),Good (70-79),1,68.89,80.0,57.75,39.96,42.76,29.98,79.32,57.67,44.15,1,2,1
STU_1607,Male,13-15,SS1,Day Student,No,Lower-Middle,Guardian/Relative,Primary,Low,Sometimes,Very Poor,2,No,Poor,Yes,Reliable,16.5,92,Bus/Danfo,Moderate,Partial,1,No,Moderate,6.8,Good,High,Low,Excellent,Satisfied,62.8,Very Low,1 Activity,Weekly,Never,Visual,26.6,47.5,43.9,44.9,40.7,27.3,53.5,42.3,47.3,42.6,Stable,1-2hrs,71-90%,Rarely,Mathematics,Good,Yes,1,Poor,36.2,8.0,Too many assignments and heavy workload,Recognition and rewards for academic improvement,Fail,High,Low,0,-1.9,Low (50-65%),Poor (40-49),1,49.95,27.5,24.25,62.84,59.64,28.78,48.07,48.51,45.3,0,3,1
STU_1608,Female,10-12,JSS1,Boarding,No,Middle,Single Parent,Unknown,Moderate,Sometimes,Fair,1,No,Excellent,No,Reliable,7.1,48,Motorcycle,Moderate,Partial,2,No,Low,7.0,Fair,Low,Moderate,Good,Very Satisfied,68.7,Low,No Activity,Monthly,Always,Kinesthetic,42.8,42.7,56.7,66.9,52.3,42.9,41.3,66.9,75.2,56.6,Stable,<1hr,Below 50%,Sometimes,English,Fair,No,4,,0.0,0.0,Stress from upcoming WAEC examination,Reduction in homework load,Pass,Low,Low,0,-4.3,Fair (65-75%),Below Avg (50-59),0,40.81,52.5,42.5,66.52,65.49,36.86,0.0,47.49,37.32,1,1,1
STU_1609,Male,10-12,JSS1,Boarding,No,Middle,Single Parent,Secondary,Moderate,Never,Very Poor,3,No,Good,Yes,Moderate,40.1,180,Bus/Danfo,Moderate,Paid,3,No,Moderate,6.6,Fair,High,Very Low,Good,Dissatisfied,63.8,Very High,2 Activities,Daily,Rarely,Visual,56.6,65.8,61.4,68.8,63.2,59.7,69.4,60.8,72.6,65.6,Stable,3-4hrs,71-90%,Sometimes,Mathematics,Fair,No,1,,0.0,0.0,Financial pressure from school fees,Motivational guidance and career counseling,Pass,Low,Low,0,-2.4,Low (50-65%),Average (60-69),0,64.74,68.75,23.5,63.12,44.38,28.59,0.0,47.93,32.05,1,1,1
STU_1610,Female,13-15,JSS2,Boarding,No,Middle,Guardian/Relative,BSc/HND,Moderate,Rarely,Poor,2,No,Fair,No,Unreliable,43.8,180,Private Car,No Stress,Paid,3,No,High,5.5,Good,Moderate,High,Excellent,Very Dissatisfied,65.1,Very High,1 Activity,Rarely,Always,Auditory,60.6,67.4,65.9,72.0,66.5,63.4,71.1,72.2,73.8,70.1,Stable,3-4hrs,Above 90%,Often,Mathematics,Fair,Yes,1,,0.0,0.0,Poor internet connection at home,After-school remedial classes,Pass,Low,Low,0,-3.6,Fair (65-75%),Average (60-69),0,75.55,65.0,42.0,29.62,62.61,30.13,0.0,53.63,52.23,1,1,1
STU_1611,Female,13-15,SS2,Boarding,No,Lower-Middle,Single Parent,Postgraduate,Moderate,Never,Very Poor,2,Yes,Poor,Yes,Moderate,29.6,176,Boarding,Very High,Paid,1,No,Very Low,7.0,Good,Moderate,High,Fair,Neutral,64.2,Low,2 Activities,Weekly,Rarely,Auditory,47.1,47.6,43.9,47.5,46.5,41.1,33.5,40.4,49.0,41.0,Improving,3-4hrs,Below 50%,Sometimes,Science,Fair,No,1,Poor,56.8,7.0,Working part-time limits study time,Access to more textbooks and materials,Fail,High,Medium,1,5.5,Low (50-65%),Poor (40-49),1,45.66,43.75,32.5,52.17,79.57,49.15,55.12,56.38,40.95,0,3,2
STU_1612,Female,16-18,SS3,Boarding,No,Middle,Both Parents,OND/NCE,Very Low,Sometimes,Poor,2,No,Fair,Yes,Unreliable,3.5,26,Walking,High,Paid,3,No,Moderate,5.8,Good,Moderate,Very High,Poor,Satisfied,78.5,Moderate,1 Activity,Never,Always,Visual,63.5,64.2,62.7,55.7,61.5,72.6,73.0,66.9,43.8,64.1,Stable,>4hrs,71-90%,Often,Social Studies,Fair,No,2,Very Poor,75.2,8.0,Lack of past question papers,Consistent electricity supply for night reading,Pass,Medium,Low,0,-2.6,Good (75-85%),Average (60-69),1,74.48,52.5,27.75,63.24,67.0,31.51,58.62,44.41,31.38,1,2,1
STU_1613,Female,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,OND/NCE,Moderate,Often,Very Poor,1,No,Poor,No,Unreliable,0.7,5,Walking,Moderate,Partial,2,No,Low,7.8,Fair,Moderate,Very High,Fair,Satisfied,69.5,Very Low,No Activity,Weekly,Often,Mixed,41.6,54.9,49.9,43.1,47.4,41.2,51.0,58.0,44.2,48.6,Stable,1-2hrs,71-90%,Always,Mathematics,Fair,No,4,Poor,61.5,8.0,Mental fatigue from combined school and home demands,Access to more textbooks and materials,Fail,Medium,Low,0,-1.2,Fair (65-75%),Poor (40-49),1,51.3,41.25,45.25,35.68,72.7,38.06,59.45,46.27,33.12,0,2,1
STU_1614,Male,16-18,SS2,Day Student,No,Low,Both Parents,Primary,Moderate,Rarely,Excellent,5,Yes,Poor,No,Unreliable,11.9,65,Motorcycle,High,Partial,2,No,High,5.7,Good,Moderate,Moderate,Excellent,Satisfied,79.9,Moderate,1 Activity,Rarely,Never,Reading/Writing,53.9,76.3,73.9,75.9,70.0,59.0,71.2,66.3,79.6,69.0,Stable,<1hr,71-90%,Often,Mathematics,Good,No,2,Good,57.2,9.0,Financial pressure from school fees,Financial aid or scholarship support,Pass,Medium,Low,1,1.0,Good (75-85%),Good (70-79),1,65.81,32.5,51.75,29.4,58.04,34.9,73.74,51.25,42.53,1,2,1
STU_1615,Male,13-15,SS1,Day Student,No,High,Both Parents,BSc/HND,Very Low,Sometimes,Poor,1,No,Poor,Yes,Reliable,1.7,8,Motorcycle,No Stress,Paid,3,No,High,5.2,Good,Low,High,Good,Neutral,72.8,Low,2 Activities,Daily,Rarely,Mixed,60.8,57.9,64.7,70.4,63.4,52.0,53.0,71.3,69.7,61.5,Stable,3-4hrs,71-90%,Always,English,Excellent,No,3,Good,69.9,8.0,Difficulty understanding some teachers,Reduction in homework load,Pass,Medium,Low,1,1.9,Fair (65-75%),Average (60-69),1,61.72,48.75,30.75,75.34,61.46,38.26,77.23,53.25,42.3,1,2,1
STU_1616,Female,10-12,JSS1,Day Student,No,Low,Guardian/Relative,Primary,Low,Rarely,Fair,4,No,Poor,No,Unreliable,18.7,102,Bus/Danfo,Low,Paid,3,No,High,4.2,Concerning,Very High,Moderate,Good,Very Satisfied,64.3,Very Low,No Activity,Never,Sometimes,Kinesthetic,62.9,51.5,67.9,55.9,59.6,60.0,60.1,69.2,65.9,63.8,Stable,3-4hrs,71-90%,Often,English,Fair,No,0,,0.0,0.0,Lack of past question papers,Motivational guidance and career counseling,Pass,High,Low,0,-4.2,Low (50-65%),Average (60-69),0,66.27,22.5,30.5,27.1,33.65,26.9,0.0,48.63,31.43,1,3,1
STU_1617,Female,10-12,JSS2,Day Student,No,Low,Both Parents,OND/NCE,Moderate,Rarely,Good,3,No,Poor,Yes,Moderate,0.8,7,Walking,Low,Paid,1,No,Moderate,7.4,Fair,Very High,Low,Excellent,Neutral,79.4,Moderate,3+ Activities,Monthly,Sometimes,Mixed,39.9,35.5,42.8,58.1,44.1,47.5,45.8,57.1,49.2,49.9,Declining,<1hr,Below 50%,Rarely,English,Fair,No,3,,0.0,0.0,Noisy home environment disrupts studying,Extra tutoring in mathematics and science,Fail,Medium,Low,0,-5.8,Good (75-85%),Poor (40-49),0,37.95,57.5,51.5,59.4,51.6,15.77,0.0,46.34,17.15,0,2,1
STU_1618,Female,10-12,JSS2,Day Student,No,Upper-Middle,Single Parent,Postgraduate,Moderate,Sometimes,Fair,3,No,Good,No,Unreliable,4.9,30,Motorcycle,Moderate,Paid,2,No,Low,8.2,Good,Moderate,Very High,Fair,Satisfied,62.8,Low,No Activity,Never,Often,Reading/Writing,60.2,66.8,71.5,60.1,64.6,71.6,70.1,69.7,55.7,66.8,Stable,>4hrs,71-90%,Sometimes,Social Studies,Good,No,3,,0.0,0.0,Lack of past question papers,Transport support for distant students,Pass,Low,Low,0,-2.2,Low (50-65%),Average (60-69),0,68.98,33.75,57.5,51.26,80.89,34.67,0.0,35.67,29.8,1,1,1
STU_1619,Female,10-12,JSS2,Day Student,No,Lower-Middle,Both Parents,Secondary,Low,Never,Fair,2,No,Poor,Yes,Moderate,3.7,17,Bus/Danfo,High,Outstanding,2,No,Low,8.1,Concerning,Very Low,High,Fair,Neutral,66.6,Very High,1 Activity,Weekly,Sometimes,Visual,53.4,53.4,59.6,60.4,56.7,56.4,50.0,61.7,56.6,56.2,Stable,>4hrs,Below 50%,Rarely,Mathematics,Poor,Yes,1,,0.0,0.0,Family responsibilities reduce study time,Online learning platform and e-library,Pass,High,Medium,1,0.5,Fair (65-75%),Below Avg (50-59),0,51.16,67.5,27.25,60.92,65.01,29.71,0.0,52.25,49.85,1,3,2
STU_1620,Female,10-12,JSS1,Boarding,No,Middle,Both Parents,BSc/HND,High,Sometimes,Good,6,No,Fair,Yes,Moderate,1.4,8,Bus/Danfo,High,Outstanding,3,No,Low,8.1,Fair,Low,Moderate,Good,Dissatisfied,77.1,Moderate,1 Activity,Monthly,Often,Visual,42.3,53.8,49.7,65.1,52.7,41.7,74.2,48.6,65.2,57.4,Stable,3-4hrs,50-70%,Often,Mathematics,Good,Yes,4,,0.0,0.0,Stress from upcoming WAEC examination,More teacher support outside class hours,Pass,Low,Medium,0,-4.7,Good (75-85%),Below Avg (50-59),0,60.39,51.25,69.5,70.2,67.85,36.7,0.0,43.34,47.22,1,1,2
STU_1621,Male,13-15,SS1,Day Student,No,Lower-Middle,Guardian/Relative,Primary,High,Never,Good,2,No,No Access,Yes,Reliable,1.9,15,Motorcycle,Low,Partial,3,Yes,Very High,5.0,Fair,Very High,Very Low,Good,Neutral,85.0,Moderate,1 Activity,Daily,Sometimes,Reading/Writing,48.4,65.3,65.2,53.4,58.1,41.0,65.2,69.8,49.5,56.4,Stable,<1hr,Below 50%,Rarely,Mathematics,Fair,No,1,Fair,49.4,8.0,Long distance to school is exhausting,More teacher support outside class hours,Pass,Medium,Low,1,1.7,Good (75-85%),Below Avg (50-59),1,44.25,57.5,48.0,55.78,26.45,32.18,61.01,51.56,41.95,1,2,1
STU_1622,Male,16-18,SS2,Day Student,No,Lower-Middle,Guardian/Relative,OND/NCE,High,Rarely,Good,3,No,Excellent,No,Very Unreliable,3.3,9,Walking,High,Partial,1,Yes,High,6.5,Good,Very High,High,Fair,Dissatisfied,72.7,Very High,1 Activity,Weekly,Rarely,Auditory,50.9,51.3,45.4,60.0,51.9,56.5,46.7,30.1,52.6,46.5,Improving,<1hr,Below 50%,Sometimes,Science,Fair,No,2,Fair,53.4,8.0,Poor health affecting concentration,Improved school library with digital resources,Pass,High,Low,1,5.4,Fair (65-75%),Below Avg (50-59),1,41.67,58.75,60.25,46.55,55.75,54.11,62.81,55.98,56.53,1,3,1
STU_1623,Female,13-15,SS2,Day Student,No,Lower-Middle,Both Parents,Secondary,High,Sometimes,Fair,6,No,Fair,Yes,Unreliable,35.7,180,Bus/Danfo,High,Outstanding,2,No,Low,6.8,Good,Low,Moderate,Fair,Dissatisfied,57.4,Moderate,2 Activities,Weekly,Never,Visual,61.4,52.4,50.4,66.5,57.7,63.5,59.6,40.5,64.4,57.0,Stable,1-2hrs,Below 50%,Sometimes,Science,Fair,No,3,Good,67.3,7.0,Financial burden of buying data for online research,Extra tutoring in mathematics and science,Pass,Medium,Medium,1,0.7,Low (50-65%),Below Avg (50-59),1,43.88,42.5,57.25,49.86,69.89,35.79,73.84,51.66,52.15,1,2,2
