student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk
STU_1839,Female,16-18,SS3,Day Student,No,Low,Single Parent,OND/NCE,High,Sometimes,Very Poor,3,No,Very Poor,No,Unreliable,4.5,24,Motorcycle,Low,Paid,2,No,Very High,4.4,Fair,Very Low,Very Low,Excellent,Very Satisfied,71.7,High,2 Activities,Monthly,Always,Visual,34.2,50.6,50.2,60.6,48.9,39.4,48.7,38.4,66.3,48.2,Stable,3-4hrs,Below 50%,Rarely,English,Poor,Yes,2,Good,47.9,8.0,Financial burden of buying data for online research,Financial aid or scholarship support,Fail,High,Low
STU_1840,Male,13-15,JSS3,Day Student,No,Lower-Middle,Both Parents,Secondary,Low,Sometimes,Poor,2,No,No Access,Yes,Unreliable,7.0,43,Private Car,Low,Paid,2,No,Moderate,7.3,Good,Low,High,Good,Satisfied,60.2,Very Low,No Activity,Daily,Often,Kinesthetic,39.1,38.5,38.8,46.9,40.8,50.3,44.9,40.3,38.7,43.6,Stable,>4hrs,Above 90%,Often,English,Good,No,3,,,,Noisy home environment disrupts studying,After-school remedial classes,Fail,High,Low
STU_1841,Male,10-12,JSS3,Day Student,Yes,Middle,Both Parents,BSc/HND,Moderate,Always,Fair,3,No,Fair,Yes,Unreliable,6.1,31,Bus/Danfo,High,Paid,2,No,Very Low,6.9,Good,Moderate,Very Low,Good,Satisfied,65.0,Moderate,3+ Activities,Never,Sometimes,Auditory,48.0,54.9,61.3,60.1,56.1,49.0,52.4,50.1,70.0,55.4,Stable,1-2hrs,71-90%,Always,Mathematics,Very Poor,No,1,,,,Frequent power outages disrupt night reading,After-school remedial classes,Pass,High,Low
STU_1842,Male,13-15,SS1,Day Student,No,High,Both Parents,Postgraduate,Moderate,Sometimes,Fair,5,No,Fair,Yes,Moderate,2.6,15,Motorcycle,No Stress,Paid,2,No,Very High,5.9,Good,Low,High,Fair,Very Satisfied,72.1,High,1 Activity,Monthly,Rarely,Reading/Writing,74.9,66.9,71.0,65.2,69.5,84.4,69.5,66.9,71.2,73.0,Stable,3-4hrs,71-90%,Sometimes,Social Studies,Fair,No,0,Good,67.9,9.0,Frequent power outages disrupt night reading,Improved school library with digital resources,Pass,Medium,Low
STU_1843,Male,16-18,SS3,Day Student,No,Middle,Both Parents,BSc/HND,Moderate,Rarely,Poor,0,No,Fair,No,Very Unreliable,16.7,97,Boarding,No Stress,Paid,2,No,Very High,4.7,Good,Very Low,Moderate,Fair,Very Satisfied,74.6,Low,2 Activities,Weekly,Always,Auditory,67.3,71.3,69.4,83.5,72.9,64.4,78.7,73.5,83.8,75.1,Stable,1-2hrs,Above 90%,Always,Mathematics,Fair,No,0,Fair,48.4,8.0,Financial burden of buying data for online research,Access to more textbooks and materials,Pass,Medium,Low
STU_1844,Female,10-12,JSS3,Day Student,No,Upper-Middle,Both Parents,Postgraduate,Very High,Sometimes,Very Poor,3,No,Fair,Yes,Very Unreliable,1.0,17,Motorcycle,No Stress,Paid,3,No,Moderate,6.6,Good,High,High,Good,Very Satisfied,64.1,Very Low,1 Activity,Never,Sometimes,Kinesthetic,49.2,65.6,52.4,56.6,56.0,52.1,61.5,61.7,50.2,56.4,Stable,3-4hrs,50-70%,Sometimes,Mathematics,Good,No,0,,,,Transport challenges cause lateness,Transport support for distant students,Pass,Low,Low
STU_1845,Female,13-15,SS1,Boarding,No,Middle,Both Parents,OND/NCE,High,Never,Very Poor,1,No,Fair,Yes,Unreliable,11.5,76,Bus/Danfo,Moderate,Paid,1,No,Moderate,6.7,Poor,High,Low,Good,Dissatisfied,72.3,Low,No Activity,Daily,Sometimes,Reading/Writing,63.1,58.1,53.3,44.3,54.7,52.2,60.1,54.9,53.5,55.2,Stable,1-2hrs,Above 90%,Always,Social Studies,Good,Yes,1,Poor,54.5,8.0,Noisy home environment disrupts studying,Better internet access within school,Pass,Low,Low
STU_1846,Male,13-15,SS2,Day Student,No,Low,Single Parent,Postgraduate,Low,Rarely,Excellent,3,No,Poor,No,Moderate,3.6,26,Motorcycle,Very High,Outstanding,1,No,Very Low,7.0,Good,Very High,Low,Excellent,Dissatisfied,62.8,Low,2 Activities,Weekly,Sometimes,Reading/Writing,42.4,35.1,51.5,40.7,42.4,38.1,34.7,43.5,43.5,40.0,Stable,<1hr,50-70%,Sometimes,English,Fair,No,4,Fair,48.1,7.0,Financial pressure from school fees,Improved school library with digital resources,Fail,Critical,High
STU_1847,Male,13-15,JSS2,Day Student,No,Lower-Middle,Single Parent,BSc/HND,Very High,Never,Excellent,2,No,Poor,Yes,Reliable,15.4,84,School Bus,High,Partial,2,No,Very Low,7.2,Fair,High,Moderate,Good,Very Satisfied,66.2,Moderate,No Activity,Rarely,Sometimes,Auditory,46.0,54.1,39.9,61.4,50.4,47.2,55.7,44.1,64.2,52.8,Stable,1-2hrs,Below 50%,Sometimes,Science,Good,Yes,5,,,,Financial burden of buying data for online research,Better internet access within school,Pass,Medium,Low
STU_1848,Male,13-15,SS1,Day Student,No,Middle,Orphan/Ward,Secondary,Moderate,Sometimes,Fair,3,No,Excellent,No,Reliable,12.9,81,Bus/Danfo,Low,Paid,2,No,High,4.3,Good,Moderate,Moderate,Poor,Neutral,70.0,Moderate,2 Activities,Daily,Sometimes,Auditory,58.0,65.3,69.5,79.2,68.0,62.7,66.0,63.5,75.1,66.8,Stable,1-2hrs,71-90%,Rarely,Mathematics,Fair,No,0,Fair,55.0,7.0,Transport challenges cause lateness,Counseling services for stress management,Pass,Low,Low
STU_1849,Female,16-18,SS3,Day Student,Yes,High,Both Parents,BSc/HND,High,Never,Excellent,3,No,Poor,Yes,Very Unreliable,3.4,21,Motorcycle,No Stress,Paid,3,No,Very High,4.0,Concerning,High,Moderate,Fair,Satisfied,71.8,High,No Activity,Weekly,Often,Visual,74.6,73.3,63.8,80.8,73.1,77.7,74.3,61.8,82.0,74.0,Stable,>4hrs,50-70%,Often,Science,Good,Yes,1,Excellent,62.4,9.0,I find mathematics very difficult,Emotional and psychological support services,Pass,Medium,Low
STU_1850,Female,16-18,SS2,Day Student,No,Upper-Middle,Single Parent,OND/NCE,Low,Sometimes,Fair,6,No,Excellent,Yes,Moderate,9.1,60,Private Car,Low,Paid,2,No,High,4.6,Fair,Moderate,Low,Fair,Satisfied,69.5,Very Low,No Activity,Never,Always,Reading/Writing,54.8,61.6,62.3,53.6,58.1,63.8,59.6,62.9,49.8,59.0,Stable,<1hr,71-90%,Sometimes,Social Studies,Good,Yes,5,Fair,58.8,8.0,Long distance to school is exhausting,Better internet access within school,Pass,Medium,Low
STU_1851,Male,13-15,JSS2,Day Student,No,Lower-Middle,Guardian/Relative,Primary,High,Always,Very Poor,3,No,Poor,No,Very Unreliable,6.3,39,Motorcycle,Very High,Partial,3,No,Very Low,7.8,Good,Very Low,Moderate,Fair,Satisfied,66.3,Moderate,1 Activity,Weekly,Never,Visual,33.3,43.7,40.5,58.3,44.0,22.6,43.9,35.8,65.6,42.0,Stable,<1hr,50-70%,Sometimes,Mathematics,Poor,No,1,,,,Mental fatigue from combined school and home demands,Safe and quiet study environment at school,Fail,Medium,Low
STU_1852,Female,16-18,SS3,Day Student,No,Lower-Middle,Both Parents,BSc/HND,Moderate,Often,Very Poor,4,No,Fair,No,Unreliable,7.7,46,Motorcycle,No Stress,Paid,3,No,Very High,5.8,Concerning,Moderate,High,Good,Very Dissatisfied,64.9,Moderate,2 Activities,Monthly,Sometimes,Auditory,49.1,53.6,35.9,44.4,45.8,59.4,51.7,40.4,51.8,50.8,Stable,1-2hrs,71-90%,Sometimes,Science,Good,No,2,Fair,49.9,8.0,Stress from upcoming WAEC examination,Flexible tuition payment plans,Fail,High,Medium
STU_1853,Female,10-12,JSS2,Day Student,No,Lower-Middle,Single Parent,Secondary,Moderate,Never,Excellent,2,Yes,Very Poor,No,Reliable,5.8,35,Motorcycle,Low,Paid,3,No,Moderate,7.1,Concerning,Very Low,High,Fair,Neutral,73.4,High,1 Activity,Weekly,Sometimes,Reading/Writing,61.0,67.8,70.0,76.1,68.7,56.0,84.1,75.3,75.2,72.6,Stable,1-2hrs,71-90%,Sometimes,Mathematics,Good,No,1,,,,No quiet place to study at home,Transport support for distant students,Pass,Low,Low
STU_1854,Female,10-12,JSS1,Boarding,No,Upper-Middle,Single Parent,BSc/HND,Very Low,Rarely,Fair,2,No,Very Poor,Yes,Unreliable,9.2,46,Bus/Danfo,Moderate,Paid,3,No,Moderate,5.6,Poor,Very Low,Very High,Fair,Very Satisfied,79.2,Moderate,No Activity,Monthly,Never,Auditory,71.6,74.8,51.0,70.1,66.9,63.0,79.0,58.2,66.6,66.7,Stable,1-2hrs,71-90%,Often,Science,Very Poor,Yes,1,,,,Mental fatigue from combined school and home demands,Improved school library with digital resources,Pass,Low,Low
STU_1855,Female,10-12,JSS3,Boarding,No,Upper-Middle,Both Parents,OND/NCE,Low,Sometimes,Good,2,No,Fair,No,Very Unreliable,12.1,68,Bus/Danfo,High,Paid,2,No,Low,7.2,Good,Very Low,Moderate,Excellent,Satisfied,71.7,Moderate,2 Activities,Rarely,Often,Reading/Writing,61.4,57.0,50.8,56.4,56.4,68.7,57.0,60.8,61.1,61.9,Declining,1-2hrs,Above 90%,Sometimes,Science,Poor,Yes,4,,,,I find mathematics very difficult,Online learning platform and e-library,Pass,High,Medium
STU_1856,Male,13-15,SS1,Day Student,No,Middle,Guardian/Relative,OND/NCE,Low,Often,Good,2,No,Good,Yes,Unreliable,0.6,5,Walking,Moderate,Outstanding,3,No,Moderate,7.0,Fair,Very High,Moderate,Good,Satisfied,70.5,Very Low,1 Activity,Monthly,Rarely,Visual,66.1,65.0,52.4,66.1,62.4,58.3,62.6,51.4,70.0,60.6,Stable,3-4hrs,Below 50%,Rarely,Science,Fair,Yes,0,Fair,60.7,8.0,Mental fatigue from combined school and home demands,Flexible tuition payment plans,Pass,Low,Low
STU_1857,Female,16-18,SS3,Day Student,No,Lower-Middle,Single Parent,Postgraduate,Moderate,Never,Fair,2,No,Poor,No,Very Unreliable,0.6,9,Walking,High,Outstanding,2,No,High,5.2,Poor,High,High,Fair,Satisfied,71.4,Low,1 Activity,Monthly,Rarely,Mixed,42.0,51.3,44.5,48.1,46.5,51.9,58.2,35.9,41.1,46.8,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Very Poor,No,1,Very Poor,50.0,9.0,Working part-time limits study time,After-school remedial classes,Fail,High,Medium
STU_1858,Male,13-15,JSS3,Boarding,No,Middle,Both Parents,OND/NCE,Low,Often,Very Poor,3,Yes,Fair,Yes,Unreliable,2.2,10,Motorcycle,Moderate,Paid,3,No,Moderate,5.9,Concerning,Moderate,Moderate,Fair,Dissatisfied,84.1,Moderate,1 Activity,Weekly,Never,Kinesthetic,50.6,67.6,67.0,80.1,66.3,35.3,61.9,59.1,78.4,58.7,Improving,3-4hrs,71-90%,Often,Mathematics,Fair,Yes,2,,,,I find mathematics very difficult,Better equipped computer laboratory,Pass,Low,Low
STU_1859,Female,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,BSc/HND,High,Sometimes,Poor,3,Yes,Poor,No,Unreliable,4.3,25,Bus/Danfo,Very High,Partial,2,No,Very Low,7.5,Concerning,Low,High,Excellent,Dissatisfied,74.4,Moderate,1 Activity,Weekly,Rarely,Reading/Writing,48.7,51.7,63.1,53.1,54.2,43.4,42.7,75.2,66.3,56.9,Stable,<1hr,71-90%,Often,Science,Good,No,4,Very Poor,55.5,8.0,Lack of textbooks and study materials,More teacher support outside class hours,Pass,Medium,Low
STU_1860,Female,16-18,SS2,Day Student,Yes,Lower-Middle,Both Parents,BSc/HND,Very Low,Sometimes,Very Poor,3,No,Poor,No,Unreliable,4.4,18,Bus/Danfo,No Stress,Paid,2,No,Very High,4.7,Fair,Very Low,Very High,Excellent,Satisfied,74.9,Low,1 Activity,Monthly,Rarely,Mixed,49.7,60.4,66.6,62.3,59.8,55.8,50.9,77.9,62.3,61.7,Stable,1-2hrs,Above 90%,Always,Mathematics,Poor,No,1,Good,56.0,8.0,Transport challenges cause lateness,Motivational guidance and career counseling,Pass,High,Low
STU_1861,Female,13-15,JSS2,Day Student,No,Middle,Both Parents,BSc/HND,High,Always,Poor,2,Yes,Excellent,No,Very Reliable,13.8,90,Bus/Danfo,Low,Paid,3,No,Moderate,5.6,Concerning,Moderate,Moderate,Good,Very Dissatisfied,69.7,High,No Activity,Daily,Sometimes,Mixed,70.5,74.1,69.2,65.8,69.9,75.2,83.2,78.6,67.2,76.0,Declining,1-2hrs,71-90%,Sometimes,Social Studies,Poor,No,4,,,,I find mathematics very difficult,Safe and quiet study environment at school,Pass,Low,Low
STU_1862,Female,10-12,JSS2,Boarding,No,Low,Both Parents,Postgraduate,Low,Often,Fair,2,No,Good,No,Moderate,15.6,99,Bus/Danfo,Very High,Partial,1,No,Very Low,8.4,Concerning,High,Moderate,Good,Neutral,75.3,Very High,2 Activities,Weekly,Often,Auditory,15.9,42.3,44.0,33.8,34.0,10.0,51.0,39.9,37.1,34.5,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Poor,No,1,,,,Lack of past question papers,Reduction in homework load,Fail,High,Medium
STU_1863,Male,16-18,SS2,Day Student,No,Low,Both Parents,BSc/HND,Very High,Often,Very Poor,3,Yes,Poor,No,Reliable,19.8,122,Bus/Danfo,Moderate,Paid,2,No,Moderate,6.1,Good,High,High,Good,Very Satisfied,71.2,Moderate,2 Activities,Daily,Never,Visual,50.8,63.9,52.4,57.0,56.0,46.2,65.0,64.2,53.6,57.2,Stable,<1hr,71-90%,Sometimes,Science,Fair,No,2,Fair,55.6,9.0,Financial burden of buying data for online research,Counseling services for stress management,Pass,Low,Low
STU_1864,Female,16-18,SS3,Day Student,No,Upper-Middle,Both Parents,OND/NCE,Very High,Sometimes,Poor,1,No,Poor,No,Moderate,4.6,29,Bus/Danfo,No Stress,Partial,3,Yes,Very High,6.4,Fair,Very Low,High,Excellent,Satisfied,63.6,Very Low,2 Activities,Rarely,Always,Auditory,48.7,70.9,61.3,58.3,59.8,36.7,67.0,60.1,62.9,56.7,Stable,<1hr,50-70%,Sometimes,Mathematics,Fair,No,0,Fair,59.5,9.0,Poor health affecting concentration,Improved school library with digital resources,Pass,Medium,Medium
STU_1865,Female,13-15,SS1,Boarding,No,Middle,Guardian/Relative,Postgraduate,Moderate,Sometimes,Fair,2,No,Poor,Yes,Moderate,17.6,113,School Bus,Moderate,Outstanding,2,No,Moderate,7.3,Concerning,Moderate,Moderate,Fair,Very Satisfied,70.0,High,No Activity,Rarely,Sometimes,Visual,54.0,53.2,58.0,50.3,53.9,55.0,49.4,60.4,52.6,54.4,Stable,<1hr,Below 50%,Often,Mathematics,Good,No,5,Good,54.1,8.0,Working part-time limits study time,Recognition and rewards for academic improvement,Pass,Low,Low
STU_1866,Female,10-12,JSS2,Day Student,No,Lower-Middle,Both Parents,Secondary,High,Sometimes,Poor,0,No,Excellent,No,Unreliable,3.5,16,Walking,Low,Paid,2,No,Moderate,6.9,Good,Very High,Very Low,Excellent,Neutral,70.5,Low,2 Activities,Rarely,Often,Kinesthetic,46.3,68.4,44.0,57.6,54.1,46.7,82.7,49.8,64.4,60.9,Declining,1-2hrs,50-70%,Always,English,Fair,No,1,,,,Frequent power outages disrupt night reading,Consistent electricity supply for night reading,Pass,Low,Low
STU_1867,Male,10-12,JSS1,Day Student,Yes,Middle,Both Parents,BSc/HND,Very Low,Rarely,Fair,1,No,Poor,No,Very Unreliable,5.2,26,Motorcycle,Moderate,Partial,2,No,Moderate,6.2,Good,Low,Very High,Excellent,Satisfied,70.7,High,No Activity,Rarely,Never,Reading/Writing,65.0,66.5,50.3,51.7,58.4,63.3,65.9,59.1,41.6,57.5,Stable,3-4hrs,50-70%,Always,Science,Good,Yes,4,,,,Family responsibilities reduce study time,Online learning platform and e-library,Pass,Medium,Low
STU_1868,Male,13-15,JSS2,Boarding,No,Lower-Middle,Both Parents,Postgraduate,Very High,Sometimes,Fair,2,No,Good,Yes,Moderate,5.8,40,Bus/Danfo,Low,Partial,3,No,High,4.7,Good,Moderate,Moderate,Fair,Neutral,79.8,Moderate,2 Activities,Daily,Sometimes,Mixed,54.2,65.5,64.5,57.8,60.5,53.5,67.9,68.3,59.9,62.4,Stable,3-4hrs,50-70%,Often,Mathematics,Fair,Yes,1,,,,Lack of past question papers,Reduction in homework load,Pass,Low,Low
STU_1869,Male,13-15,JSS3,Day Student,No,Middle,Both Parents,BSc/HND,High,Rarely,Fair,0,No,Fair,Yes,Unreliable,0.6,8,Walking,Moderate,Partial,3,No,Moderate,6.5,Concerning,Low,Moderate,Fair,Dissatisfied,74.1,Very Low,1 Activity,Never,Never,Reading/Writing,68.3,57.5,40.1,70.8,59.2,60.6,54.4,49.7,72.1,59.2,Stable,3-4hrs,Below 50%,Rarely,Science,Fair,No,0,,,,Poor internet connection at home,Reduction in homework load,Pass,Low,Low
STU_1870,Female,10-12,JSS2,Day Student,No,Middle,Both Parents,BSc/HND,Very Low,Rarely,Excellent,2,No,Excellent,No,Very Unreliable,6.1,30,Bus/Danfo,Moderate,Paid,3,No,Low,7.4,Concerning,Low,Very High,Good,Very Satisfied,67.2,Low,No Activity,Monthly,Rarely,Kinesthetic,45.3,56.8,46.9,61.1,52.5,40.2,57.4,47.0,52.6,49.3,Stable,<1hr,Below 50%,Rarely,Mathematics,Fair,Yes,1,,,,Transport challenges cause lateness,Recognition and rewards for academic improvement,Pass,Medium,Low
STU_1871,Female,16-18,SS2,Day Student,No,Middle,Both Parents,BSc/HND,Moderate,Sometimes,Very Poor,3,No,Fair,Yes,Unreliable,4.0,21,Walking,Moderate,Paid,3,No,Moderate,7.3,Fair,High,Very High,Fair,Dissatisfied,57.0,Low,3+ Activities,Never,Sometimes,Auditory,62.5,75.9,72.0,77.8,72.0,70.0,78.5,70.6,76.2,73.8,Stable,3-4hrs,Above 90%,Sometimes,Mathematics,Fair,Yes,1,Excellent,70.5,8.0,No quiet place to study at home,Better equipped computer laboratory,Pass,Low,Low
STU_1872,Male,16-18,SS3,Day Student,No,Middle,Both Parents,Postgraduate,Low,Often,Very Poor,1,No,Fair,Yes,Moderate,4.1,33,Motorcycle,Moderate,Outstanding,2,No,Very High,4.3,Concerning,High,Moderate,Poor,Dissatisfied,82.8,High,No Activity,Weekly,Sometimes,Reading/Writing,49.9,56.7,54.4,59.4,55.1,46.5,69.3,52.2,61.8,57.4,Stable,<1hr,50-70%,Rarely,Mathematics,Good,Yes,3,Fair,58.5,8.0,Mental fatigue from combined school and home demands,Improved school library with digital resources,Pass,Medium,Medium
STU_1873,Male,16-18,SS3,Day Student,No,Lower-Middle,Single Parent,Postgraduate,Moderate,Always,Good,2,No,Fair,No,Very Reliable,0.6,5,Bicycle,Moderate,Paid,2,No,Very High,5.8,Fair,Moderate,Moderate,Excellent,Very Satisfied,82.0,Low,2 Activities,Never,Rarely,Reading/Writing,44.8,48.0,41.4,51.7,46.5,40.8,47.4,33.4,52.0,43.4,Stable,>4hrs,71-90%,Always,Science,Fair,No,1,Fair,56.0,8.0,Transport challenges cause lateness,Consistent electricity supply for night reading,Fail,Medium,Low
STU_1874,Female,13-15,JSS2,Day Student,No,Lower-Middle,Orphan/Ward,Secondary,High,Sometimes,Fair,5,No,Excellent,No,Unreliable,5.0,33,Private Car,No Stress,Paid,2,No,Moderate,6.7,Concerning,Moderate,High,Good,Satisfied,76.1,Moderate,No Activity,Monthly,Often,Kinesthetic,53.7,63.0,55.3,56.9,57.2,61.7,66.6,35.7,56.8,55.2,Stable,<1hr,Above 90%,Always,Mathematics,Very Poor,No,1,,,,Financial burden of buying data for online research,Flexible tuition payment plans,Pass,Low,Low
STU_1875,Female,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Secondary,Moderate,Sometimes,Good,4,No,Excellent,No,Moderate,30.0,174,School Bus,Moderate,Paid,2,No,Low,8.5,Good,High,Moderate,Good,Very Satisfied,57.6,Very Low,2 Activities,Rarely,Rarely,Kinesthetic,55.6,67.4,83.3,64.1,67.6,47.3,64.9,90.6,64.0,66.7,Stable,>4hrs,Above 90%,Always,Social Studies,Fair,No,2,,,,Family responsibilities reduce study time,Financial aid or scholarship support,Pass,Low,Low
STU_1876,Female,13-15,SS2,Boarding,No,Lower-Middle,Both Parents,OND/NCE,Moderate,Rarely,Poor,2,No,Fair,Yes,Reliable,1.3,11,Motorcycle,Very High,Partial,1,No,Low,7.9,Concerning,Very Low,Moderate,Poor,Very Dissatisfied,67.0,Moderate,No Activity,Never,Rarely,Auditory,65.4,41.3,60.5,55.1,55.6,75.8,42.6,58.9,52.3,57.4,Stable,<1hr,Below 50%,Sometimes,Mathematics,Excellent,No,2,Excellent,59.9,8.0,Peer pressure and social distractions,Better internet access within school,Pass,High,Low
STU_1877,Female,16-18,SS2,Day Student,No,Middle,Single Parent,BSc/HND,Low,Always,Good,5,No,Good,No,Unreliable,0.8,5,Walking,Very High,Paid,3,No,Low,8.1,Good,Low,Very High,Good,Dissatisfied,70.4,Moderate,1 Activity,Rarely,Sometimes,Reading/Writing,51.7,54.8,67.0,58.3,58.0,62.7,57.2,72.2,70.3,65.6,Declining,1-2hrs,50-70%,Rarely,Mathematics,Good,No,2,Poor,34.9,9.0,Noisy home environment disrupts studying,Online learning platform and e-library,Pass,High,Medium
STU_1878,Male,16-18,SS3,Day Student,No,Lower-Middle,Single Parent,Secondary,Low,Sometimes,Excellent,2,No,Fair,Yes,Very Unreliable,11.7,60,Bus/Danfo,Low,Partial,2,No,Very High,6.4,Good,Very High,High,Good,Neutral,75.4,Very High,No Activity,Weekly,Often,Visual,61.3,73.6,65.5,64.1,66.1,54.2,72.2,69.7,66.1,65.6,Stable,>4hrs,71-90%,Often,Mathematics,Good,No,2,Excellent,52.2,9.0,Poor health affecting concentration,After-school remedial classes,Pass,Medium,Low
STU_1879,Male,13-15,JSS3,Day Student,Yes,Low,Both Parents,Unknown,Very Low,Often,Fair,1,Yes,Fair,No,Unreliable,26.2,160,Bus/Danfo,High,Partial,1,No,Low,6.7,Good,High,High,Fair,Satisfied,60.7,Moderate,2 Activities,Never,Always,Kinesthetic,48.0,56.6,42.4,59.3,51.6,54.4,58.3,43.5,61.2,54.4,Stable,1-2hrs,71-90%,Often,Science,Poor,No,0,,,,Poor health affecting concentration,Improved school library with digital resources,Pass,Critical,Medium
STU_1880,Female,16-18,SS2,Boarding,No,Lower-Middle,Guardian/Relative,OND/NCE,High,Often,Very Poor,6,No,Good,No,Reliable,6.1,43,Private Car,High,Outstanding,1,No,Very Low,6.8,Fair,High,High,Fair,Very Dissatisfied,76.3,High,1 Activity,Daily,Sometimes,Auditory,48.8,60.8,48.0,62.4,55.0,33.7,55.8,54.6,54.4,49.6,Improving,1-2hrs,Above 90%,Always,Science,Very Poor,Yes,0,Fair,60.9,8.0,Too many assignments and heavy workload,Counseling services for stress management,Pass,Medium,Medium
STU_1881,Female,10-12,JSS2,Day Student,No,High,Single Parent,Postgraduate,Low,Rarely,Good,4,No,Fair,Yes,Very Unreliable,7.8,45,Bus/Danfo,No Stress,Paid,1,No,Moderate,6.3,Concerning,High,High,Fair,Dissatisfied,61.7,Very Low,No Activity,Never,Sometimes,Reading/Writing,52.4,51.5,45.9,56.3,51.5,53.1,55.0,53.4,54.4,54.0,Stable,<1hr,50-70%,Sometimes,English,Good,No,2,,,,Frequent power outages disrupt night reading,Safe and quiet study environment at school,Pass,High,Low
STU_1882,Female,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,BSc/HND,High,Sometimes,Good,2,No,Fair,Yes,Unreliable,4.5,24,Motorcycle,No Stress,Paid,3,Yes,Very High,5.2,Fair,Low,Very High,Fair,Satisfied,67.4,Low,1 Activity,Rarely,Never,Kinesthetic,63.9,61.0,67.2,64.5,64.2,56.8,61.4,60.5,61.3,60.0,Stable,3-4hrs,Above 90%,Sometimes,Science,Good,No,1,Good,56.1,7.0,Working part-time limits study time,Online learning platform and e-library,Pass,Low,Low
STU_1883,Female,13-15,SS2,Day Student,Yes,Middle,Single Parent,OND/NCE,Moderate,Always,Good,3,No,Fair,No,Unreliable,4.9,37,Bus/Danfo,Low,Paid,2,No,High,4.5,Good,Very High,Moderate,Excellent,Satisfied,70.0,Moderate,1 Activity,Weekly,Often,Auditory,54.3,51.4,66.8,58.8,57.8,57.8,47.5,77.5,58.6,60.4,Stable,1-2hrs,Below 50%,Always,English,Fair,No,3,Good,69.5,8.0,Poor health affecting concentration,Flexible tuition payment plans,Pass,Medium,Low
STU_1884,Female,13-15,SS1,Day Student,Yes,Lower-Middle,Guardian/Relative,Secondary,Low,Never,Very Poor,3,No,Fair,No,Reliable,35.4,180,Boarding,Very High,Outstanding,2,Yes,Low,6.7,Poor,Moderate,High,Fair,Dissatisfied,71.5,Very Low,2 Activities,Rarely,Rarely,Auditory,29.2,31.6,20.0,43.5,31.1,31.4,30.8,26.1,41.6,32.5,Stable,<1hr,71-90%,Always,Mathematics,Good,No,1,Fair,16.3,8.0,Financial burden of buying data for online research,Consistent electricity supply for night reading,Fail,Critical,High
STU_1885,Male,13-15,JSS2,Day Student,No,Low,Single Parent,Secondary,High,Sometimes,Good,1,Yes,Good,No,Very Reliable,2.9,17,Motorcycle,High,Partial,2,No,Low,6.6,Good,Low,High,Very Poor,Very Satisfied,64.2,High,1 Activity,Monthly,Often,Kinesthetic,52.7,69.5,68.5,65.4,64.0,50.8,78.7,62.4,61.7,63.4,Stable,1-2hrs,71-90%,Always,Mathematics,Excellent,No,0,,,,Stress from upcoming WAEC examination,Financial aid or scholarship support,Pass,Medium,Medium
STU_1886,Male,13-15,JSS3,Boarding,No,Lower-Middle,Both Parents,Secondary,Moderate,Always,Very Poor,1,No,Poor,No,Unreliable,19.8,127,Bus/Danfo,Moderate,Partial,1,No,Low,8.4,Poor,Moderate,Very High,Good,Neutral,70.5,High,1 Activity,Never,Always,Mixed,52.5,64.1,43.7,58.0,54.6,44.8,63.4,39.2,56.6,51.0,Stable,<1hr,Below 50%,Rarely,Science,Poor,No,3,,,,Frequent power outages disrupt night reading,Safe and quiet study environment at school,Pass,Medium,Low
STU_1887,Male,13-15,JSS3,Day Student,No,Middle,Both Parents,Secondary,Moderate,Rarely,Poor,2,No,Poor,No,Very Reliable,4.6,25,Motorcycle,No Stress,Outstanding,3,No,High,5.2,Poor,Very Low,High,Good,Very Satisfied,63.3,Very Low,1 Activity,Weekly,Often,Visual,45.1,52.9,44.7,61.6,51.1,51.5,55.9,36.0,55.1,49.6,Stable,>4hrs,71-90%,Often,Science,Poor,Yes,1,,,,Transport challenges cause lateness,Online learning platform and e-library,Pass,Medium,Medium
